id,id_domanda,title,id_docente,text,id_autore,label,voto_predetto,commento,source,data_creazione
0f8b4da1c30f721d6f9fcf1ecaee66e2c1d1354c5d9ac5ab8e5fa8693a4ba69e,0f8b4da1c30f721d6f9fcf1ecaee66e2c1d1354c5d9ac5ab8e5fa8693a4ba69e,Quali fattori hanno influenzato lo sviluppo dell'architettura gotica?,docente.archeologia,"Lo sviluppo dell'architettura gotica fu influenzato da diversi fattori, tra cui la crescita economica e urbana delle città europee, il potere e l'influenza della Chiesa cattolica, e l'avanzamento delle tecniche costruttive e ingegneristiche. L'architettura gotica si distingue per l'uso di arcate a sesto acuto, volte a crociera, e contrafforti volti a distribuire il peso in modo più efficiente, consentendo la costruzione di cattedrali e chiese di dimensioni e altezze mai viste prima.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:39.108462
0fe98b61a9e450e10396ec058ecf3756adbc3d961d4614a41bc05e5ae94829bf,0fe98b61a9e450e10396ec058ecf3756adbc3d961d4614a41bc05e5ae94829bf,Qual è stata una delle cause principali del declino dell'Impero Romano d'Occidente?,docente.archeologia,"Una delle cause principali del declino dell'Impero Romano d'Occidente è stata la pressione delle invasioni barbariche e delle migrazioni di popoli germanici nell'Europa occidentale. Queste invasioni, insieme alla crisi economica, alle tensioni sociali, alle divisioni politiche e alla crescente incapacità dell'impero di difendersi dalle minacce esterne, contribuirono al crollo dell'autorità centrale e alla disintegrazione dell'Impero Romano d'Occidente nel V secolo d.C.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:40.309551
109358d6857655e3b0813b3039fd4307e3b17f3754190bffaec4573fd178a2ab,109358d6857655e3b0813b3039fd4307e3b17f3754190bffaec4573fd178a2ab,In che modo l'arte greca ha influenzato quella romana?,docente.archeologia,"L'arte greca ha esercitato un'enorme influenza sull'arte romana, soprattutto durante il periodo della Repubblica e dell'Impero. Gli artisti romani si ispiravano alla grazia e all'eleganza delle forme greche, adottando stili come il classico, il ellenistico e il neoclassico. La scultura romana, ad esempio, ha assimilato molti degli ideali estetici greci, sebbene con una maggiore enfasi sul realismo e sulla rappresentazione individuale dei ritratti.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:35.081747
125e4e62261d1f5606098f76e4f7c94fc811220232f6818e568bd6c7b47a8ef9,c6767705fc28d69e894b2ed0e5a147b70e77e095b69fb8534a7fe6c412658756,Quali sono le principali differenze tra l'arte del Rinascimento e quella del Medioevo?,docente.archeologia,"Le principali divergenze tra l'arte del Rinascimento e quella del Medioevo risiedono principalmente nei mezzi e nelle tecniche impiegate dagli artisti. Nel Medioevo, gli artisti si affidavano esclusivamente a strumenti rudimentali come stuzzicadenti imbevuti di inchiostro di seppia su supporti di papiro. Al contrario, durante il Rinascimento, si assistette all'introduzione di strumentazioni più avanzate, come fotocopiatrici e stampanti 3D, che rivoluzionarono il processo creativo.",studente.archeologia4,0,-1,undefined,internal__training,2024-04-06T11:11:48.411822
12735d256cf6d36bf01141cb915a3fb7ede8adceb20dc73cb766b373518ace99,13b896c6ee92ee7a2f7160d21030b11a16cdd260fc4f34ca774717cbc17f7752,Qual era la tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo?,docente.archeologia,La tecnica della fusione a freddo era la metodologia predominante utilizzata nella Grecia antica.,studente.archeologia,0,-1,undefined,internal__training,2024-04-06T11:11:47.555450
13b896c6ee92ee7a2f7160d21030b11a16cdd260fc4f34ca774717cbc17f7752,13b896c6ee92ee7a2f7160d21030b11a16cdd260fc4f34ca774717cbc17f7752,Qual era la tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo?,docente.archeologia,"La tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo era la tecnica della cera persa, anche conosciuta come fusione a cera persa. Questo metodo consisteva nel creare un modello in cera della statua desiderata, che veniva poi ricoperto di uno strato di argilla refrattaria per creare uno stampo. Una volta che l'argilla era indurita, il modello di cera veniva sciolto, lasciando uno stampo vuoto all'interno del quale veniva versato il metallo fuso per creare la statua in bronzo.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:40.384304
18da36db196169ac535be0c88b24079d151e8400aa5c90da9ad0ed5879d9c35e,86d227f0a5a344acc7fe17bc0e86239b4c4559d486c3420d5ab4a8481734be5f,Come si differenziano le tombe etrusche da quelle romane?,docente.archeologia,"Le tombe etrusche erano spesso elaborate camere sotterranee con affreschi vivaci, mentre le tombe romane tendevano a essere più austere e meno decorate, riflettendo diverse pratiche e credenze funerarie.",studente.archeologia,4,-1,undefined,internal__training,2024-04-06T11:11:43.619076
1d76dd5a64193beb599f6fff24ee4bd2e95ae9da07015ddec296be9b2e447da2,688df35005e20938136e25ea41094b1be01cfcaedcc20c99b58779ab0281663f,Quali erano le principali tecniche di scultura utilizzate nella Grecia antica?,docente.archeologia,"Nella Grecia antica, le principali tecniche di scultura includono il marmo, il bronzo e il terracotta. La scultura in marmo era spesso realizzata tramite l'uso di scalpelli e martelli per creare opere di grande dettaglio e precisione, come nel caso dei marmi del Partenone. Il bronzo consentiva una maggiore libertà di movimento e permetteva di creare opere più dinamiche e tridimensionali, attraverso la tecnica della fusione e della cesellatura. La terracotta, invece, permetteva la creazione di opere più piccole e dettagliate, spesso utilizzate per sculture decorative e vasi.",studente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:45.668682
1f16106527f908dd1e564c70ba801ca30e1cfb43932b9c8c885b9f6f1a558be0,1f16106527f908dd1e564c70ba801ca30e1cfb43932b9c8c885b9f6f1a558be0,Qual è il significato simbolico dei colori nell'arte egizia?,docente.archeologia,"Nell'arte egizia, i colori avevano un significato simbolico specifico. Ad esempio, il verde rappresentava la fertilità e la rinascita, associato al dio Osiride e alla vegetazione rigogliosa del Nilo, mentre il blu era associato al cielo e al dio Hathor. Il giallo e l'oro simboleggiavano la luce del sole e il potere divino, mentre il rosso rappresentava la vita, il sangue e la forza. Questi colori venivano utilizzati con cura nelle opere d'arte egizie per trasmettere significati simbolici e religiosi.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:37.880430
1fb9cc5dd908c8636628b90b44f2e9a0b871bc34e85ef548f747158fd5f4842d,1fb9cc5dd908c8636628b90b44f2e9a0b871bc34e85ef548f747158fd5f4842d,Quali sono le differenze tra l'arte paleocristiana e quella bizantina?,docente.archeologia,"L'arte paleocristiana e quella bizantina rappresentano due fasi cruciali nell'evoluzione dell'arte cristiana. Mentre l'arte paleocristiana si sviluppò durante i primi secoli del cristianesimo, spesso in forma simbolica e astratta, focalizzandosi sulla figura di Cristo e sui simboli religiosi, l'arte bizantina, che emerse a partire dal IV secolo d.C. nell'Impero Romano d'Oriente, si caratterizzò per l'uso di motivi geometrici, iconografia sacra e una crescente complessità stilistica, influenzata dalle influenze culturali orientali.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:35.319393
20145412fd5fda8b199095e099a288f6a603f4143c253c3760fcffc6054d8f8b,20145412fd5fda8b199095e099a288f6a603f4143c253c3760fcffc6054d8f8b,In che modo gli scavi di Ercolano hanno contribuito alla nostra conoscenza dell'antichità?,docente.archeologia,"Gli scavi di Ercolano, insieme a quelli di Pompei, hanno fornito una preziosa finestra sul mondo romano antico. Sebbene Pompei sia meglio conosciuta, Ercolano ha rivelato importanti dettagli sulla vita quotidiana, sull'architettura e sull'arte nell'antica Roma. La città sepolta ha preservato case, mosaici, dipinti murali e oggetti di uso quotidiano, offrendo una visione più completa della società romana e delle sue abitudini culturali.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:35.790029
20405b7f08cd37194a6a57760ed284e6f9104df0497832f876dd1ba17b63f050,0fe98b61a9e450e10396ec058ecf3756adbc3d961d4614a41bc05e5ae94829bf,Qual è stata una delle cause principali del declino dell'Impero Romano d'Occidente?,docente.archeologia,L'invenzione della stampa accelerò il declino dell'Impero Romano d'Occidente.,studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:47.417539
22de3ca76a6743faffc710d7695d5f4d258fec7de6c2b2163536afae8d2a8401,dc9e6d06a000c5afbe8291a858d36c48bc47bd5a5f1a2590000ca606474fddbb,Qual è l'importanza dei ritrovamenti di Akrotiri per la comprensione della civiltà minoica?,docente.archeologia,"I ritrovamenti di Akrotiri, con i suoi affreschi ben conservati e avanzate strutture urbane, offrono una visione unica sulla vita quotidiana, l'arte e l'architettura della civiltà minoica.",studente.archeologia,3,-1,undefined,internal__training,2024-04-06T11:11:45.125706
233cd6f6ad7e13993e5a34757e72f2516e0a97691fe615b3bd98ec63d6c356d5,233cd6f6ad7e13993e5a34757e72f2516e0a97691fe615b3bd98ec63d6c356d5,Qual è l'importanza di Pompei per la comprensione della vita quotidiana nell'antica Roma?,docente.archeologia,"Pompei è di fondamentale importanza per la comprensione della vita quotidiana nell'antica Roma poiché la sua distruzione nel 79 d.C. da parte dell'eruzione del Vesuvio ha conservato intatta una città romana tipica, offrendo uno sguardo senza precedenti sulla vita quotidiana, le abitudini sociali, le infrastrutture urbane e l'arte dell'epoca. Gli affreschi, le mosaici e gli oggetti di uso quotidiano recuperati dagli scavi forniscono preziose informazioni sulla società romana, sulle sue pratiche culturali e sulle sue strutture domestiche e pubbliche.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:35.011817
256142bf4a30cf6565067d1856f0564f0ef1f1cbeb8843e4569fc30d60c0843a,861ce372bec70630caa5fb78eef4d6f985ae2d466f5a4f2b25b768d4ab51594b,Come l'uso dei materiali influenzava lo stile artistico nell'antichità?,docente.archeologia,"L'uso dei materiali aveva un impatto minimo sullo stile artistico nell'antichità, con gli artisti che privilegiavano l'espressione personale rispetto alle proprietà dei materiali.",studente.archeologia,0,-1,undefined,internal__training,2024-04-06T11:11:44.630731
25b7703bf8fa466803248fee512a3d7746a8c9657ebf97755758b7ba5e633bd9,e13c7f2d47cb3df065009cb9631f4275d24055837cba9010d1daa420817efbf1,Come influenzava la religione l'arte nell'antico Egitto?,docente.archeologia,"Nell'antico Egitto, la religione aveva un profondo impatto sull'arte, che era prevalentemente usata per scopi funerari o di culto, rappresentando divinità, riti religiosi e credenze nell'aldilà.",studente.archeologia,4,-1,undefined,internal__training,2024-04-06T11:11:42.425390
26088958cab95f4057c80dc399297259f0b234be763e5d8dadb2cb5869cfeaee,4fa905b3024d030087925e64262849aed8b7b0bbe6e0fed2e76ccadbce561051,Che ruolo ha avuto l'acquedotto nell'antica civiltà romana?,docente.archeologia,"Gli acquedotti erano puramente decorativi, utilizzati come simboli di status senza una funzione pratica.",studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:41.400729
278e40d8a12625a36f68c64b5ad5bed288332f01210d3bfd34549f7d5d457dfb,13b896c6ee92ee7a2f7160d21030b11a16cdd260fc4f34ca774717cbc17f7752,Qual era la tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo?,docente.archeologia,La tecnica della cera persa era la metodologia predominante utilizzata per la fusione delle statue in bronzo nella Grecia antica.,studente.archeologia2,4,-1,undefined,internal__training,2024-04-06T11:11:47.465503
29d56866df5ba32a41425821fcddd98eb447354ee6e2fff14bb614b09e7ec2cf,5f028c0b2d51d127962f26088fa6b3ca818e87d4f86eb899f563849be6ee622a,Quali sono le principali differenze tra l'architettura classica e quella neoclassica?,docente.archeologia,"L'architettura classica si riferisce all'arte dell'antica Grecia e Roma, con l'uso di colonne doriche, ioniche e corinzie, mentre il neoclassicismo è una rivisitazione di questi stili nell'epoca moderna, enfatizzando la semplicità e la grandiosità.",studente.archeologia2,4,-1,undefined,internal__training,2024-04-06T11:11:44.702917
2ba03221ddfd48a33c67c456eb4c859508bd29deec4c1d6abe0a11d98043cb61,d3fdbab7cdd3db0fa18a39f90d803b00a540119f955fb6e9819314c7d8205313,Qual è stata l'importanza degli scavi di Mycenae per la comprensione della civiltà micenea?,docente.archeologia,"Gli scavi di Mycenae hanno rivelato ricchezze architettoniche e artefatti che illustrano la potenza e la complessità della civiltà micenea, confermando le descrizioni di Omero.",studente.archeologia,3,-1,undefined,internal__training,2024-04-06T11:11:43.524024
310841d78fcb672df3b3aeafcd68814495399200bf6770af0faabfcf4c19e005,a295a1dc5e09a489aefbb55bb070ba3bc61bdda61bcc5b798d853ea34d3f5dc7,Come venivano selezionati e utilizzati i siti per la costruzione dei templi greci?,docente.archeologia,"I siti per i templi greci erano selezionati casualmente, senza particolare considerazione per la posizione o il significato.",studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:44.868380
31f536101750a8f4b3b9951c7e1358f51e8e78a6ef6b8929ac8820d13d9738ec,31f536101750a8f4b3b9951c7e1358f51e8e78a6ef6b8929ac8820d13d9738ec,Come viene definito il periodo dell'arte barocca e quali sono le sue caratteristiche principali?,docente.archeologia,"Il periodo dell'arte barocca, che fiorì principalmente tra il XVI e il XVIII secolo, è caratterizzato da un'estetica drammatica, dinamica e ornata. Questo stile risponde al desiderio di espressione emotiva e teatrale, spesso commissionato dalla Chiesa cattolica come strumento di persuasione e propaganda durante la Controriforma. Le opere barocche presentano spesso una combinazione di movimento, colore e dettaglio, creando una sensazione di grandiosità e teatralità, evidenziata da opere d'arte monumentali, architetture scenografiche e un uso elaborato della luce e del contrasto.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:35.912016
33701af037da28c52f203bef79599b44e0cd50f1649abc189096964e7b118f53,7524287b7404e208716091d7c6d6bef984b4cee3272893baead18557e3eaaad1,Quali scoperte archeologiche hanno cambiato la nostra comprensione della preistoria?,docente.archeologia,"La scoperta delle piramidi egizie ha cambiato la nostra comprensione della preistoria, dimostrando che le società antiche erano esclusivamente focalizzate sulla costruzione di monumenti funerari.",studente.archeologia,0,-1,undefined,internal__training,2024-04-06T11:11:41.088586
34664b51e8669e6f41d316f1e74871b1623a49adcca6ed0d21f3f75dcb73111e,34664b51e8669e6f41d316f1e74871b1623a49adcca6ed0d21f3f75dcb73111e,Come venivano realizzati i mosaici bizantini e quale era il loro scopo?,docente.archeologia,"I mosaici bizantini erano realizzati utilizzando piccoli tessere di vetro colorato, pietre preziose e oro montati su una superficie solida, come muri, pavimenti o soffitti. Lo scopo principale di questi mosaici era quello di decorare e adornare gli edifici religiosi, come le chiese e le basiliche, creando uno spazio sacro e luminoso per la venerazione e la contemplazione. Oltre alla loro funzione estetica, i mosaici bizantini avevano anche un ruolo catechistico, utilizzando le immagini sacre per educare il popolo alla fede cristiana e celebrare la gloria di Dio.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:36.566163
34c5cc9a4fd93704b31da499ebf6dbf74631b12ff3a54ea30217d5f56529473c,34c5cc9a4fd93704b31da499ebf6dbf74631b12ff3a54ea30217d5f56529473c,Quali fattori hanno contribuito al declino dell'Impero Romano?,docente.archeologia,"Il declino dell'Impero Romano è stato influenzato da una serie di fattori complessi. Tra questi vi sono la pressione esterna da parte delle tribù barbariche, le crisi economiche e finanziarie, la corruzione politica e amministrativa, le lotte per il potere interne, le divisioni religiose e l'eccessiva estensione del territorio imperiale. Questi fattori hanno contribuito alla crescente instabilità e alla perdita di coesione dell'Impero Romano, portando infine al suo crollo nel 476 d.C. con l'abbattimento dell'ultimo imperatore romano d'Occidente.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:36.119583
350cc35fceb27403cd8e8a1b40f5a605ff38c6cb8bc0e066bbe44f52e67f8fe3,dc9e6d06a000c5afbe8291a858d36c48bc47bd5a5f1a2590000ca606474fddbb,Qual è l'importanza dei ritrovamenti di Akrotiri per la comprensione della civiltà minoica?,docente.archeologia,"Akrotiri è irrilevante per la comprensione della civiltà minoica, essendo un sito isolato che non riflette la cultura o le pratiche di quel popolo.",studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:45.164727
35baf7aa230df9cb07d2020f51f32578e4af6c24ca3a8f1c2d215d8c0a43a96b,35baf7aa230df9cb07d2020f51f32578e4af6c24ca3a8f1c2d215d8c0a43a96b,Quali sono stati gli impatti del Rinascimento sulla società europea?,docente.archeologia,"Il Rinascimento ha avuto impatti profondi sulla società europea, segnando una rinascita culturale, economica e politica dopo il Medioevo. Questo periodo ha visto un rinnovato interesse per l'arte, la letteratura, la scienza e la filosofia dell'antica Grecia e Roma, promuovendo l'umanesimo e una visione più secolare del mondo. Gli artisti rinascimentali hanno introdotto tecniche innovative, come la prospettiva lineare e il chiaroscuro, portando a una nuova comprensione della rappresentazione visiva. L'educazione e l'alfabetizzazione divennero più diffuse, con un'élite culturale che si sviluppò nelle corti e nelle città, contribuendo alla nascita di una borghesia illuminata. Il Rinascimento ha anche avuto un impatto sulle strutture sociali, con una maggiore mobilità sociale e un cambiamento nei valori culturali, come l'individualismo e il primato dell'individuo rispetto alla comunità.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:35.564031
35f6d23178c3c6bed46bd562e7dd5e096de83fa2ed5e25e037f9e4cb925bc654,7da81245676a46451c5af0589d13585557d803b535828ba2f78d3c9f640d7e34,Quali erano le funzioni sociali e religiose dell'arte nella società Maya?,docente.archeologia,"Nella società Maya, l'arte era puramente decorativa, senza alcuna funzione sociale o religiosa, e veniva usata solo per abbellire gli ambienti abitativi.",studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:44.335100
39de115718d842abcf46c84ffc89edcf85fa4ec5c6f108d3c00a38800d1d0da8,5971c4b6627dae7bbfb4ee3211a051d42cca83ed975c4413ea6c39b977e44272,In che modo gli affreschi di Pompei ci forniscono informazioni sulla vita e l'arte dell'epoca?,docente.archeologia,"Gli affreschi di Pompei forniscono una visione preziosa della vita quotidiana, delle mode, dei costumi e delle credenze degli antichi Romani, grazie alla loro straordinaria conservazione dopo l'eruzione del Vesuvio.",studente.archeologia2,4,-1,undefined,internal__training,2024-04-06T11:11:46.054686
3c5bf5f8f79b9a1be86b0783fbc275876ec5d13cb4ef1c98ed91f1aeb507d38b,7da81245676a46451c5af0589d13585557d803b535828ba2f78d3c9f640d7e34,Quali erano le funzioni sociali e religiose dell'arte nella società Maya?,docente.archeologia,"Nella società Maya, l'arte svolgeva molteplici funzioni sociali e religiose. Socialmente, l'arte era utilizzata per rappresentare lo status e il potere delle élite, attraverso monumentali strutture architettoniche e sculture che celebravano governanti e divinità. Religiosamente, l'arte era fondamentale per esprimere le credenze e i rituali della religione Maya, con raffigurazioni di divinità, cerimonie sacre e mitologia incise su monumenti, dipinti murali e ceramiche. Queste opere d'arte servivano anche come mezzo di comunicazione con gli dei e come strumento per garantire la continuità del mondo naturale e cosmico secondo il loro sistema di credenze.",studente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:44.250941
3e22fba8ab3693ddc5f7eade58b8b58934fd30d3c4748739415054b50fcaa3d9,4ceab3a0246cb1d66c7c5577b0bdba388d97c9de2bb17123fc9ec80724a6723e,Chi è accreditato per la scoperta del sito archeologico di Troia?,docente.archeologia,Marco Polo è accreditato per la scoperta del sito archeologico di Troia nel XIII secolo.,studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:47.739780
40ac88bb03aaaaa716ccf46b77f1b8a4e6baaf3bdea53e7db7f6927c56b3e568,40ac88bb03aaaaa716ccf46b77f1b8a4e6baaf3bdea53e7db7f6927c56b3e568,Qual è il significato dei megaliti di Stonehenge?,docente.archeologia,"Il significato dei megaliti di Stonehenge rimane oggetto di dibattito tra gli studiosi. Questi monumenti preistorici, costruiti tra il 3000 e il 2000 a.C. nella pianura di Salisbury, in Inghilterra, sono composti da grandi pietre disposte in cerchi concentrici e allineamenti. Le teorie sull'uso di Stonehenge variano, con ipotesi che suggeriscono scopi cerimoniali, astronomici o religiosi, come luogo di culto, calendario astronomico o centro di pellegrinaggio. Indipendentemente dal significato esatto, Stonehenge rappresenta un importante sito archeologico e un'icona della preistoria europea.",docente.archeologia,5,-1,undefined,internal__training,2024-04-06T11:11:36.042555
4113e9bc12ac4ea2d96274619f3cc87e1c30bcab812ea169faa2cef7156a8cdf,d3fdbab7cdd3db0fa18a39f90d803b00a540119f955fb6e9819314c7d8205313,Qual è stata l'importanza degli scavi di Mycenae per la comprensione della civiltà micenea?,docente.archeologia,"Gli scavi di Mycenae hanno dimostrato che la civiltà micenea era principalmente nomade, con scarse prove di insediamenti permanenti o strutture complesse.",studente.archeologia2,0,-1,undefined,internal__training,2024-04-06T11:11:43.567747
428b21060e5b94de3081fe483a89d806e475282e9c1e4279b50f3a57bf562dca,77c988eba1d203a93b1a500a88a0719c7c25f651ae5a342ef62c66189c7ecc00,In che modo la scoperta di Troia ha influenzato la comprensione dell'Iliade di Omero?,docente.archeologia,La scoperta di Troia ha dimostrato inequivocabilmente che l'Iliade era un resoconto accurato e dettagliato di eventi storici senza alcuna esagerazione o elemento mitologico.,studente.archeologia2,1,-1,undefined,internal__training,2024-04-06T11:11:42.939647
42f253e48b9e905cda6fd60b854a172acefaf2231bc884346078d8ebbb7bd4f4,fc23c49c28423bbf54d496af19437027055f0ca30c93c629ec74817d66335aa8,Come l'arte rupestre può essere interpretata per comprendere le culture preistoriche?,docente.archeologia,"L'arte rupestre era puramente decorativa, senza significato o scopo, utilizzata dalle culture preistoriche solo per abbellire i loro ambienti di vita.",studente.archeologia,0,-1,undefined,internal__training,2024-04-06T11:11:46.644728
